@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22_predicted'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute predictedHR numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
2000,66,0,0,0,0,-0.064828,0,0,900000,160,71,R,1,0,0,0,0,0,0,0,0,0,0,0,791250,160,71,0.25,0,0,0,0,0,0,60.25,0,3,32
1986,149,80,183,30,5,5.648465,10,74,575000,160,72,R,599,66,32,1,0,5,28,88.5,183,31.5,4.5,8,515000,160,72,617.5,70,43,1.5,0,7,27,154.5,82,4,28
1999,18,4,9,0,0,2.519859,3,6,250000,220,77,L,30,10,2,0,0,0,2,9.75,16.25,3,0.25,3.75,174750,220,77,66.75,17.5,4.75,0.5,0.25,0.25,1.5,30.25,10,3,28
2008,154,96,182,48,2,30.023699,32,108,8000000,225,76,L,598,89,53,7,0,7,9,73.833333,154.5,32.833333,2.5,23.333333,4470833.5,225,76,531.5,73.833333,47.166667,8,0,5.666667,11,140.166667,85.166667,8,32
2011,149,65,137,31,1,28.825079,29,87,414000,235,76,R,539,120,25,6,0,4,17,65,137,31,1,29,414000,235,76,539,120,25,6,0,4,17,149,87,1,25
1997,155,73,143,32,2,8.179719,10,41,700000,190,74,R,566,90,19,1,5,5,9,26.571429,44.714286,11.571429,1.571429,4,222571.428571,190,74,179,30.714286,9.285714,0.714286,1.142857,2.142857,4.142857,70.571429,18.285714,5,31
2008,105,27,56,9,2,1.408462,0,17,550000,175,69,B,231,24,26,2,4,1,6,15.666667,32.666667,6,1,0.333333,334166.666667,175,69,148.333333,16.333333,14.333333,1,3.333333,1.333333,3.333333,71,11,8,34
2006,92,37,70,8,0,8.127682,11,33,3400000,181,72,B,308,57,29,2,0,3,6,45.733333,84.2,16.733333,1.666667,13.133333,3600688.8,181,72,310.333333,66.333333,28.933333,2.533333,1,2.666667,5.333333,90.8,51.4,13,35
2003,68,0,0,0,0,-0.043664,0,0,1200000,185,74,R,0,0,0,0,0,0,0,0,0,0,0,0,906000,185,74,0,0,0,0,0,0,0,61.4,0,6,32
2000,11,0,0,0,0,0.013047,0,0,200000,220,75,R,0,0,0,0,0,0,0,0,0,0,0,0,200000,220,75,0,0,0,0,0,0,0,11,0,1,23
1996,84,19,60,8,1,5.96375,6,28,109000,190,71,R,252,50,16,2,6,0,6,19,60,8,1,6,109000,190,71,252,50,16,2,6,0,6,84,28,0,24
1999,127,108,166,26,4,35.188279,37,115,5417857,185,74,L,438,52,57,8,0,6,12,91.444444,146.888889,32.888889,3.666667,27,3931915.444444,185,74,458.444444,75.777778,53.111111,8.444444,0.111111,4.888889,10,127.222222,88.888889,10,33
1985,20,0,0,0,0,-0.04977,0,0,870000,225,77,R,17,7,0,0,0,0,0,0,0,0,0,0,870000,225,77,17,7,0,0,0,0,0,20,0,9,30
1995,16,2,4,1,0,0.963763,0,1,310000,195,73,R,24,4,1,0,2,0,1,30.272727,70,12.818182,2.181818,7.818182,441863.636364,195,73,269.363636,42.818182,17.181818,1.272727,1.272727,2.272727,6.181818,83.818182,34,9,33
1985,67,1,2,0,0,-0.121489,0,1,75000,170,70,L,6,0,0,0,2,0,0,1,2,0,0,0,75000,170,70,6,0,0,0,2,0,0,67,1,1,25
2001,157,113,193,34,12,19.569066,20,100,7750000,184,72,B,575,71,80,5,9,9,9,96.692308,172.615385,32.461538,5.076923,13.923077,4589550.076923,184,72,557.769231,66.615385,65.769231,3.846154,8.538462,6.692308,12.153846,145.461538,75.153846,13,33
1991,69,16,31,6,0,1.906895,2,14,300000,195,74,R,168,25,17,1,0,2,5,16.333333,34,7.666667,0.666667,2.666667,180000,195,74,167,20.666667,16.333333,1,5.333333,0.666667,6.333333,59,20,6,31
2010,101,44,91,19,3,8.841635,6,38,5100000,190,73,R,340,54,28,1,3,4,8,53.833333,105.666667,20.5,1.833333,13.5,2245166.666667,190,73,402.5,63.5,36.166667,2,3.5,2.5,11.166667,112,50.5,5,28
2010,145,57,119,14,10,4.224063,4,41,405500,185,73,R,506,70,36,7,4,3,8,57,119,14,10,4,405500,185,73,506,70,36,7,4,3,8,145,41,2,24
1992,68,24,43,7,0,6.812269,8,27,175000,185,73,R,173,45,33,0,0,0,6,20,44.4,7.8,0.6,3.4,122800,185,73,182.8,41,29.2,0.6,2.6,1.4,4.6,85.4,21.8,6,29
2005,113,41,100,23,0,18.555411,19,62,16071429,200,75,R,398,67,41,6,0,0,7,64.733333,127.533333,20.333333,0.4,26.4,8428400.133333,200,75,408.933333,64.933333,46.866667,9.6,0,2.666667,13.733333,112.133333,81.066667,13,37
2002,140,75,126,23,6,23.068511,23,85,1750000,180,72,R,505,121,47,3,0,7,10,71.545455,111.818182,22.090909,4.545455,19.727273,2264454.545455,180,72,419,109.181818,48.727273,3.272727,1.181818,2.909091,7.727273,118,64.727273,11,35
1989,81,46,93,13,6,5.287239,5,38,450000,170,70,L,281,39,27,2,1,3,5,42.4,84.8,12,2.2,8.2,264000,170,70,292,54.4,48.4,5.8,2,2.8,6.8,98.4,43.4,3,28
1991,71,1,0,0,0,-0.084328,0,1,106000,200,75,R,2,1,0,0,1,0,0,1,0,0,0,0,106000,200,75,2,1,0,0,1,0,0,71,1,1,26
2004,11,0,2,0,0,-0.431419,0,0,500000,185,72,R,25,7,0,0,0,0,1,10.666667,28.777778,6.111111,0.444444,1.444444,419611.111111,185,72,124.333333,22.222222,12.333333,0.444444,1,0.555556,3.222222,50,12,8,36
2009,23,0,0,0,0,-0.015762,0,0,11400000,180,75,R,2,1,0,0,0,0,0,0.111111,0.333333,0,0,0,4351388.888889,180,75,2.555556,1,0,0,0,0,0,26.444444,0.222222,10,31
2007,20,0,0,0,0,-0.006696,0,0,1500000,205,76,R,0,0,0,0,0,0,0,0,0,0,0,0,1001111.111111,205,76,2.222222,1.333333,0,0,0,0,0.111111,30.555556,0,11,35
1989,83,27,56,7,2,1.903215,2,15,590000,175,72,R,219,50,32,1,0,2,4,42,78.8,20,1.2,6.8,343000,175,72,300.8,51.2,37,1.4,3,3,7.4,100.2,37.6,6,31
2007,79,16,36,13,0,4.956325,3,19,1000000,240,74,L,110,23,22,8,0,1,6,21.555556,54.666667,11.888889,0.333333,7.888889,644444.444444,240,74,204,39,17,3.333333,0,2.555556,6,86.222222,33.888889,9,32
2013,20,0,0,0,0,0.106484,0,0,1487500,210,73,L,2,2,0,0,0,0,0,0.166667,0.666667,0,0,0,660083.333333,210,73,3.166667,1.166667,0,0,0.166667,0,0.166667,25.166667,0.166667,6,27
2005,39,11,25,4,0,4.061817,3,19,18000000,195,72,R,100,21,18,1,0,4,2,102.714286,153.642857,33,2,31,7768928.571429,195,72,517.357143,103,94.714286,10.714286,0.142857,6.785714,14.928571,142.428571,103.357143,14,37
1990,57,15,27,4,1,-2.901339,1,4,280000,185,74,B,154,23,20,0,4,1,3,52.25,96.75,12.75,3.75,0.5,144375,185,74,384.25,44,46.5,1.25,3.75,3.25,5.25,105.75,23.5,3,26
1993,62,4,16,2,0,-0.709123,0,2,150000,215,75,R,77,14,1,0,0,1,1,9,23.5,5,0.5,0.5,106250,215,75,106.5,17.5,5,1,0,1,1.5,57.5,6.5,6,31
1990,140,36,80,13,2,1.543717,3,34,500000,160,68,R,389,50,35,0,17,2,13,39.666667,76,11.666667,1.333333,2.666667,269166.666667,160,68,341,48.666667,34.666667,0,11,1.666667,9.666667,134,28,5,30
1988,11,1,1,0,0,0.257438,0,0,295000,195,76,R,4,1,0,0,0,0,0,3.333333,6,0.333333,0,1,206666.666667,195,76,31.666667,10,1.333333,0,3,0,0,20.333333,3,3,27
2006,91,37,89,24,2,5.983192,4,43,1850000,195,74,L,314,50,35,1,1,5,6,44.75,94.625,23.5,1.125,7.375,1706250,195,74,350.5,51.5,46.625,3.875,1.25,3.875,8.5,107.375,42.75,8,32
1990,128,58,110,20,6,10.169831,12,55,600000,185,72,B,437,61,20,1,11,6,5,59.5,108,18.166667,6.5,7.333333,430000,185,72,399.333333,62.666667,38.666667,2.833333,5,3.5,4.666667,114,37.5,7,31
1998,158,112,156,28,4,38.576388,50,119,5275000,195,72,R,573,121,79,6,0,4,7,70,103.3,19.6,1.7,23.7,2566050,195,72,417.8,99.2,55.6,3.8,1.1,4.1,6.6,118.1,74.2,9,33
2007,5,2,0,0,0,0.400694,0,0,1700000,200,71,R,6,2,2,0,1,0,0,0.727273,3.181818,0.363636,0.090909,0,1817181.818182,200,71,18.090909,4.454545,1.363636,0,3.363636,0,0.090909,27.090909,1.454545,11,36
2001,34,4,5,0,0,0.420713,0,4,2275000,165,74,L,41,17,3,0,11,0,1,1,2,0,0,0,1283333.4,165,74,18.2,7.6,0.6,0,3,0,0.2,56.2,0.8,8,28
1992,66,0,1,0,0,-0.391963,0,0,525000,190,73,L,7,5,0,0,1,0,1,0.833333,1.666667,0.333333,0,0,646000,190,73,9.333333,5.166667,0.166667,0,0.666667,0,0.166667,60.666667,0.666667,7,30
1992,69,1,0,0,0,-0.082614,0,0,150000,215,79,R,4,1,0,0,0,0,0,1,0,0,0,0,150000,215,79,4,1,0,0,0,0,0,69,0,1,26
2002,2,0,0,0,0,-0.742708,0,0,225000,195,73,R,0,0,0,0,0,0,0,4,20.5,3.5,0,0,215000,195,73,83.5,16,3.5,0,1,0.5,4,33,8,2,25
1987,157,85,145,33,2,26.973599,27,94,500000,205,75,L,566,112,75,7,1,5,12,66.333333,126,27,4,21.333333,365000,205,75,483,85.333333,49.333333,5.666667,0.333333,3.666667,10.666667,132.666667,79,5,28
1989,52,5,10,2,1,0.94554,1,7,68000,195,74,L,48,6,4,0,2,1,2,5,10,2,1,1,68000,195,74,48,6,4,0,2,1,2,52,7,0,26
2001,9,0,1,1,0,0.198285,0,2,2000000,186,72,R,10,3,0,0,3,0,0,1.888889,5.555556,0.666667,0,0.333333,1143555.555556,186,72,36.444444,15.888889,1.666667,0,4.111111,0.111111,0.222222,20.888889,1.444444,10,35
1996,57,19,31,8,0,2.039639,2,12,250000,180,73,R,135,18,9,0,1,1,4,28.555556,65.666667,12.111111,0.555556,1.666667,281944.444444,180,73,270.555556,31.888889,17.777778,0.333333,7.888889,1.777778,8,89.555556,21.888889,9,32
2001,8,0,0,0,0,0.021185,0,0,202000,195,73,R,0,0,0,0,0,0,0,0,0,0,0,0,202000,195,73,0,0,0,0,0,0,0,8,0,1,23
1996,158,101,184,46,5,17.000046,15,83,187500,190,74,R,566,69,58,0,6,6,14,58.333333,101.666667,24.666667,3,9,135166.666667,190,74,340,42.333333,38.666667,0,2.333333,3.333333,8.666667,107.333333,44.666667,2,27
1989,153,88,182,41,2,24.965487,18,104,1900000,190,73,R,613,60,33,3,0,14,18,93,180,33.2,4.6,29.6,1207000,190,73,617,70.6,38,5.2,0,9,15.8,156.2,107.6,8,30
1992,71,15,25,2,1,2.629583,3,8,170000,160,74,R,127,35,13,0,5,0,4,7.5,12.5,1,0.5,1.5,135000,160,74,65,18,7,0,2.5,0,2.5,38,4,10,33
2010,52,24,45,9,0,9.484938,10,24,1500000,235,76,L,171,49,16,1,1,1,2,24.2,42.5,8.8,0.4,11.5,906500,235,76,182.4,69.5,25.3,2.1,0.3,1.7,2.3,63.6,28.7,12,35
2008,16,0,0,0,0,0.046999,0,0,392200,195,72,R,0,0,0,0,0,0,0,0,0,0,0,0,371466.666667,195,72,1.666667,0.333333,0,0,0,0,0,39.333333,0,3,27
1997,64,14,25,3,2,1.936116,3,9,200000,170,71,R,103,24,5,1,2,1,3,16.5,29.75,4.5,0.75,4,163750,170,71,134.25,31.25,7.25,0.25,2,0.25,3.25,52.25,14.75,4,25
1998,8,1,0,0,0,0.021614,0,0,170000,185,74,R,10,6,0,0,1,0,0,1,0,0,0,0,170000,185,74,10,6,0,0,1,0,0,8,0,0,21
1988,35,0,0,0,0,-0.069858,0,0,1350000,200,76,L,0,0,0,0,0,0,0,0,0,0,0,0,1350000,200,76,0,0,0,0,0,0,0,35,0,6,28
2005,36,7,7,2,0,1.428299,0,4,5583333,220,75,L,73,29,1,0,3,1,3,3.090909,7.181818,1.545455,0,0,2483393.818182,220,75,48.818182,17.636364,2,0,4.272727,0.181818,1.727273,30.636364,2.181818,11,35
1986,155,89,158,29,3,17.559286,20,75,870000,180,73,R,568,49,73,4,3,6,14,58.5,106,22,2.5,13,810648.5,180,73,407.5,38,53.5,3,2,4,12,111,55.5,14,35
2009,125,42,96,21,4,8.274011,8,48,1700000,185,71,R,340,54,22,3,4,4,13,42.333333,77.777778,16.444444,1.333333,10.888889,1884444.444444,185,71,295.222222,68.222222,31.111111,1.333333,1.333333,2.333333,9.555556,87.555556,43,12,34
2001,56,9,25,4,0,2.072173,2,13,887500,185,72,R,120,24,13,0,0,1,1,11.333333,30.166667,6.666667,0.666667,1.5,366083.333333,185,72,125.5,20.666667,12.333333,0.666667,1.166667,0.5,3.166667,50.666667,12.666667,5,33
2005,13,4,5,1,0,0.525962,2,2,327500,200,72,R,31,13,1,0,0,0,3,11,20,5,0,3,314750,200,72,106,36,5.5,0,0,1,3,36.5,11.5,3,28
2009,22,2,4,0,0,-0.059982,0,0,4000000,205,74,R,34,16,4,0,2,0,0,2.4,5.4,1.2,0,0,1535800,205,74,41.6,14.6,1,0,4.4,0,0.6,29.4,2.2,5,30
1993,157,90,158,15,4,35.157244,40,120,1875000,195,75,L,585,90,78,12,0,4,9,78.333333,130.333333,19.666667,3.333333,27.333333,908666.666667,195,75,488.333333,85.333333,74,9.666667,0,5,4.666667,136.666667,93,4,27
2006,32,3,8,1,0,-0.812992,0,2,4500000,235,74,L,62,12,3,0,10,0,0,3,12.4,2.6,0,0.2,1554200,235,74,57.4,13.8,3,0,5.2,0.2,0.2,31.2,4.6,5,28
1988,62,2,2,0,0,0.931977,1,2,520000,180,75,L,10,4,1,0,1,0,0,1,2.6,0.4,0.4,0.2,379000,180,75,12,3.8,0.2,0,1.4,0,0,54,0.6,8,28
2010,149,89,171,30,1,35.261776,39,111,12000000,220,74,R,548,110,72,7,0,6,9,69.357143,132.857143,24.214286,0.571429,26.071429,6425714.285714,220,74,473.928571,78,52.285714,4.071429,0.071429,4.785714,16.571429,131.642857,82.571429,13,34
2009,57,0,0,0,0,0.003514,0,0,4500000,220,75,R,0,0,0,0,0,0,0,0,0.111111,0,0,0,1760111.111111,220,75,0.555556,0.333333,0,0,0.111111,0,0,47.555556,0,9,33
1993,140,53,106,21,7,1.202719,1,24,111500,165,71,L,404,69,45,0,1,1,3,53,106,21,7,1,111500,165,71,404,69,45,0,1,1,3,140,24,2,29
1994,37,0,0,0,0,0.068237,0,0,1800000,215,76,R,0,0,0,0,0,0,0,0.727273,1.181818,0.181818,0,0.363636,911727.272727,215,76,6.545455,3.636364,0.090909,0,0.454545,0,0,39.090909,0.454545,12,35
2008,40,0,0,0,0,0.013005,0,0,396300,225,78,R,0,0,0,0,0,0,0,0,0,0,0,0,396300,225,78,0,0,0,0,0,0,0,40,0,2,26
1988,148,36,125,10,1,2.896222,7,46,275000,160,70,B,451,40,52,7,12,3,8,33,79,7.666667,0.666667,2.666667,151333.333333,160,70,279,29.666667,40.333333,5.666667,6.666667,3.333333,5.666667,113.333333,27.666667,5,25
2003,107,26,95,17,1,7.359083,11,45,500000,175,73,R,350,47,17,3,6,2,16,13.333333,37.666667,7.888889,0.222222,3.888889,394222.222222,175,73,146.333333,22.222222,8,0.777778,1.555556,1,5.333333,52.666667,17,8,35
1993,15,0,8,2,0,-0.021395,0,3,109000,165,71,L,41,4,2,0,0,0,0,0,8,2,0,0,109000,165,71,41,4,2,0,0,0,0,15,3,0,26
1990,10,3,3,0,0,0.927085,0,0,920000,210,72,L,15,6,5,0,0,0,1,35,78.6,16.4,1,9.4,830045.4,210,72,306.8,48.4,26.6,5.4,3.2,2.6,8.4,95.4,40,10,31
1991,63,0,0,0,0,-0.041272,0,0,1533333,195,76,R,0,0,0,0,0,0,0,1.833333,3,0.166667,0,0.5,518555.5,195,76,17,5.333333,0.833333,0,1.5,0,0,36,1.5,6,30
2002,76,25,77,15,2,5.645396,7,33,1625000,210,74,L,255,41,14,3,4,1,4,20.888889,49.777778,8.555556,0.666667,6.666667,755888.888889,210,74,186.777778,42,12.222222,1.555556,1.333333,0.555556,5.222222,70.333333,26.222222,6,31
2013,13,0,0,0,0,0.056606,0,0,3625000,180,73,L,0,0,0,0,0,0,0,0.166667,0.166667,0,0,0,1486166.666667,180,73,0.5,0.166667,0.333333,0,0,0,0,49.333333,0,9,31
2010,107,30,78,17,2,5.040009,8,31,1500000,220,72,L,327,36,32,3,0,0,9,53.142857,116.071429,22.928571,3.214286,8.642857,3492857.142857,220,72,414.071429,48.071429,35.571429,2.357143,2,3.142857,10.214286,113.428571,46.214286,13,35
2001,22,2,3,0,0,0.053249,0,1,200000,195,71,R,37,15,2,0,0,0,0,2,3,0,0,0,200000,195,71,37,15,2,0,0,0,0,22,1,2,24
1997,66,0,0,0,0,-0.067908,0,0,550000,195,74,R,0,0,0,0,0,0,0,0,0,0,0,0,550000,195,74,0,0,0,0,0,0,0,66,0,2,28
1994,96,31,77,14,1,10.735669,14,49,165000,185,73,R,324,57,24,0,4,6,7,23.333333,49.666667,8.666667,0.666667,8,136000,185,73,208,35.666667,13.666667,0.333333,2.333333,3,4.333333,68,29,3,28
1994,44,21,34,8,2,1.134046,1,12,130000,210,77,R,131,32,7,1,0,0,3,21,34,8,2,1,130000,210,77,131,32,7,1,0,0,3,44,12,1,25
2014,70,27,64,9,0,10.790896,12,38,516100,210,72,R,259,49,16,0,0,2,0,47,100.333333,17.666667,2,11.333333,499533.333333,210,72,384.666667,67.666667,26.333333,0.333333,1,2.333333,5.666667,100.666667,44,3,24
2007,68,23,45,7,1,3.857705,2,19,1900000,210,74,B,185,35,9,1,0,1,5,37.5,91.25,16.75,3.25,4.75,1048750,210,74,341.75,40.5,15.5,1.5,3.75,2.75,8.5,108.75,39.25,6,29
2012,13,0,0,0,0,0.173231,0,0,480000,170,73,B,0,0,0,0,0,0,0,0,0,0,0,0,480000,170,73,0,0,0,0,0,0,0,13,0,0,23
1991,139,52,108,23,3,7.519684,8,42,1733333,185,71,R,408,72,26,0,5,5,15,58.4,110.2,23.2,5,10,735333.2,185,71,437.8,89.2,24.8,0.4,8.8,3.2,9.4,146.2,46,8,30
1989,52,3,12,2,0,-1.174412,0,3,90000,190,72,R,80,19,6,2,0,1,7,9.333333,25.333333,4,0,0.666667,75000,190,72,107.666667,21.333333,7,1.666667,1,0.666667,4,53.333333,9,2,27
1989,141,36,110,17,2,4.588985,4,37,1220000,175,72,R,424,33,35,19,2,1,19,48,121.6,21.2,2.2,7.8,1154100,175,72,473.8,56.6,37.2,9.8,2.8,2.6,18,139.4,48.6,9,32
2014,133,55,142,29,4,7.186222,5,53,546000,205,74,R,471,108,24,2,0,3,9,45.333333,100.333333,19.666667,3,5.333333,510008.333333,205,74,364,84.666667,24,1.333333,0,4.333333,7.666667,103,43.333333,4,28
1986,11,0,0,0,0,-0.049259,0,0,81500,190,73,R,0,0,0,0,0,0,0,0,0,0,0,0,81500,190,73,0,0,0,0,0,0,0,11,0,5,31
1988,95,33,69,14,0,8.630501,9,39,952727,210,72,L,299,49,18,2,9,3,6,49.333333,111.666667,24.333333,1.666667,14.333333,693409,210,72,419.666667,63,35,8.666667,4.333333,3.333333,11,124.666667,61.333333,8,29
2007,5,1,4,1,0,-0.24277,0,3,537500,225,71,R,14,2,2,0,0,1,0,11.25,27.5,5.75,0.5,3,376625,225,71,119.25,32,7.5,0.75,0.5,1.25,3,43,14.75,6,28
1995,53,16,30,5,0,5.419982,4,12,925000,180,72,R,127,23,18,1,0,2,0,32.833333,63.333333,12.166667,0.333333,10.333333,356666.666667,180,72,259,50.833333,33.666667,1,2.333333,3.833333,5.666667,79.166667,33.833333,5,29
2010,150,97,132,20,7,8.821343,5,47,452500,185,70,L,477,101,79,1,5,3,6,72.5,99.5,13,6.5,4,433250,185,70,362.5,70.5,52.5,0.5,5.5,2,4.5,129,35,2,27
2003,24,1,5,0,0,0.083092,0,2,325000,215,74,R,27,5,2,0,1,0,1,2,7,0.5,0,0,280000,215,74,37.5,8,3.5,0,3.5,0,2,27,3,2,27
2012,19,0,0,0,0,0.095394,0,0,4750000,240,76,R,2,1,0,0,0,0,0,0,0.2,0,0,0,1866000,240,76,2.4,0.6,0,0,0,0,0,27.8,0,5,30
2004,52,0,0,0,0,-0.232302,0,0,900000,215,76,R,5,3,0,0,1,0,1,0.875,1,0.25,0,0,2065625.125,215,76,8.75,4.625,0.75,0,1.375,0,0.25,31.75,0.5,13,37
2013,91,48,94,18,4,3.539906,1,26,492000,195,70,B,374,67,35,1,6,1,5,35.333333,63,11.333333,3,2,488333.333333,195,70,237.666667,43.666667,19.666667,0.333333,5,0.333333,2.333333,82,15.666667,4,28
2011,26,0,1,0,0,0.121746,0,1,4300000,215,74,L,2,0,1,0,0,0,0,0,0.5,0,0,0,1664250,215,74,3.5,1.75,0.5,0,0.5,0,0,28.5,0.5,6,28
1993,71,30,48,7,0,10.973184,10,25,312500,180,72,R,244,60,32,1,3,2,2,33.75,68,12,0.5,10.75,166250,180,72,285.5,56.75,35.75,1.25,3.5,4.25,7.25,84.5,33.75,3,27
1992,135,65,130,30,1,11.339879,7,75,1150000,195,74,R,496,39,43,0,7,8,14,63,130.75,19.25,2,8.75,1221875,195,74,459,34.125,36.375,3,3.125,4,11.625,121.5,53.625,14,35
1999,7,1,6,2,0,-0.782657,1,1,3750000,175,72,B,23,7,2,0,0,0,0,60.25,110,21.75,4.75,8.333333,2331458.333333,175,72,419.333333,66.833333,39.333333,1.583333,3.75,2.666667,7.083333,110.25,43.416667,9,32
2000,57,25,40,5,1,3.867607,2,16,270000,175,73,R,148,25,21,0,1,1,1,23.6,39.2,7.6,1.4,3.4,229500,175,73,154.6,32.6,16.2,0.2,1.4,1.4,2.6,63.6,15.6,4,28
2003,146,78,135,34,4,20.603233,19,77,315000,200,72,L,504,155,89,0,2,3,5,85,135,30.5,6,19.5,260500,200,72,505.5,158,85,3.5,4,3.5,5,149.5,68,2,26
2013,62,0,0,0,0,-0.002235,0,0,5000000,220,77,R,0,0,0,0,0,0,0,0,0,0,0,0,2741875,220,77,0.25,0.25,0,0,0,0,0,56,0,4,30
2001,84,0,0,0,0,-0.12878,0,0,3000000,225,80,L,2,0,1,0,0,0,0,0,0,0,0,0,1177000,225,80,0.4,0,0.2,0,0,0,0,61.2,0,8,34
1989,127,45,98,19,2,11.335094,7,47,828571,190,72,R,414,71,46,3,2,2,7,60.2,120.2,25.4,3.2,14.8,744856.8,190,72,463.2,72.8,51.8,3.2,1.2,3.4,12.4,137.6,61.4,14,34
1990,150,48,123,17,1,4.999552,5,54,100000,185,73,L,493,53,55,2,13,3,5,48,123,17,1,5,100000,185,73,493,53,55,2,13,3,5,150,54,1,23
2000,91,49,99,21,1,5.328158,7,40,2500000,175,72,R,352,38,37,2,8,1,9,47.666667,97,17.833333,1.833333,4.166667,775916.666667,175,72,332.5,37.666667,32.666667,1,4.833333,3.5,10,101.333333,37.333333,5,29
2011,143,86,120,25,2,20.897285,19,65,423500,185,71,R,482,98,66,2,3,2,6,63.5,102.5,21,2,13,411750,185,71,393.5,76.5,53,1.5,2.5,1.5,4,126.5,45,5,31
2011,59,14,37,8,0,6.057476,6,19,414000,220,74,B,177,37,17,2,2,0,2,14,37,8,0,6,414000,220,74,177,37,17,2,2,0,2,59,19,1,23
1997,39,12,30,6,0,4.821585,2,19,200000,195,75,R,106,32,13,0,0,0,1,8.25,20.75,5,0.25,2.25,173125,195,75,88.75,25.25,9,0.25,0.25,0.5,1.75,31.25,11.25,5,30
2010,56,0,0,0,0,-0.011695,0,0,440000,220,74,L,0,0,0,0,0,0,0,0,0,0,0,0,413333.333333,220,74,0.333333,0.333333,0,0,0,0,0,47,0,4,25
1999,49,0,0,0,0,-0.038112,0,0,2500000,170,71,R,0,0,0,0,0,0,0,0,0,0,0,0,2335277.833333,170,71,0,0,0,0,0,0,0,54.166667,0,12,37
2008,161,93,186,33,1,8.436992,8,57,10000000,195,70,R,661,71,56,1,3,9,16,69.272727,141.909091,32.272727,2.545455,9,4063681.818182,195,70,519.636364,48.909091,38.272727,2.272727,3.909091,5.454545,12.545455,136.181818,59.181818,11,34
1992,87,26,88,17,3,4.327008,4,37,1691667,190,73,R,255,23,17,5,6,5,6,30.285714,82.857143,18.857143,2.285714,6.285714,690904.857143,190,73,290.571429,41.857143,22.142857,2.142857,3.571429,3.142857,7,94.142857,36.714286,10,34
2002,39,0,0,0,0,-0.134116,0,0,300000,215,74,L,3,1,0,0,1,0,0,0.5,1.5,0.125,0,0,264375,215,74,12.875,6.125,0.125,0,1.875,0,0.125,16.875,0.25,4,25
2005,8,0,0,0,0,-0.034603,0,0,800000,225,77,R,0,0,0,0,0,0,0,0.333333,1.333333,0.333333,0,0,416666.666667,225,77,17.333333,10.333333,0.666667,0,1.666667,0,0.333333,14.333333,0,5,28
1986,55,20,34,11,1,0.053145,0,13,60000,165,69,R,166,33,17,0,1,1,1,20,34,11,1,0,60000,165,69,166,33,17,0,1,1,1,55,13,0,22
2011,14,0,0,0,0,0.058314,0,0,414500,205,73,R,0,0,0,0,0,0,0,0,0,0,0,0,414500,205,73,0,0,0,0,0,0,0,14,0,1,24
1997,55,0,1,1,0,-0.072608,0,0,150000,205,74,R,3,1,0,0,1,0,0,0,1,1,0,0,150000,205,74,3,1,0,0,1,0,0,55,0,0,27
2006,72,0,0,0,0,-0.035229,0,0,415000,250,77,R,0,0,0,0,0,0,0,0,0,0,0,0,387500,250,77,0,0,0,0,0,0,0,68,0,3,29
2006,122,62,165,41,1,14.924935,15,78,381000,210,72,L,482,54,18,3,1,5,19,62,165,41,1,15,381000,210,72,482,54,18,3,1,5,19,122,78,1,24
2003,28,3,5,0,0,0.025039,0,2,440000,205,73,L,38,7,2,0,0,1,1,3,5,0,0,0,440000,205,73,38,7,2,0,0,1,1,28,2,3,28
1998,52,25,42,11,0,-0.248593,3,14,560000,175,70,B,188,44,38,0,1,2,1,72.533333,111.2,19.533333,2.533333,9.066667,1550396.666667,175,70,414.6,81.133333,75.8,2.533333,3.066667,3.466667,7.2,113.333333,45.533333,16,39
1989,40,0,1,0,0,-0.083463,0,0,1450000,200,75,R,6,3,0,0,0,0,0,0.5,1.166667,0,0,0,1012500,200,75,13.5,5.166667,0.333333,0,1,0,0,49.166667,0.166667,8,32
1995,127,44,109,24,0,7.163533,2,51,360000,190,75,L,348,56,71,9,1,2,9,40.888889,92.666667,17,1.222222,3.111111,610416.666667,190,75,317.333333,39.777778,55.333333,3.888889,1.888889,3.666667,6.444444,106.444444,38.666667,9,33
1989,158,88,205,26,3,4.82391,5,63,1150000,185,71,R,651,44,52,2,8,5,19,77.75,181.5,24,3.75,4.25,759451.5,185,71,601,49,52.5,6.25,6,3.25,14.25,152.75,54.5,8,29
